,host_name,neighbourhood_group,room_type,price,availability_365,reviews_per_month,Hotel_value
38829,Ashley,1,Entire home/apt,70,4,2.24,74
38830,Ev,1,Entire home/apt,313,28,4.52,341
38831,Michele,1,Entire home/apt,750,0,0.14,750
38833,Motlaq,2,Private room,65,351,1.0,416
38834,Ollie,1,Entire home/apt,308,269,6.46,577
38835,Isabella,2,Entire home/apt,100,81,1.55,181
38836,Mia,2,Private room,60,311,1.83,371
38838,Roberto,1,Private room,90,0,1.02,90
38839,Jacob,2,Entire home/apt,120,0,0.39,120
38840,Julie,2,Private room,51,19,5.24,70
38841,Eric,2,Private room,25,0,0.3,25
38842,Ethan,1,Entire home/apt,150,5,1.0,155
38844,David And Annette,2,Private room,55,360,0.72,415
38845,Betsy,2,Entire home/apt,115,44,3.49,159
38846,Erik,2,Private room,44,0,4.07,44
38847,Jessica,1,Entire home/apt,243,93,1.89,336
38848,Blake,1,Entire home/apt,290,52,0.83,342
38849,Rob,2,Private room,65,363,0.68,428
38850,Rob,2,Private room,55,365,1.36,420
38851,Imade,1,Private room,115,67,2.83,182
38853,Dystini,1,Private room,30,8,1.41,38
38854,Daniel,3,Entire home/apt,250,105,1.56,355
38856,Dan,2,Entire home/apt,120,8,2.98,128
38857,Joe,1,Entire home/apt,140,334,3.1,474
38858,Carlos,2,Private room,50,235,1.59,285
38859,Eric,1,Private room,70,0,0.22,70
38860,Aziza,1,Private room,65,0,0.16,65
38861,Afrah,2,Private room,50,333,1.0,383
38862,Lionel,2,Private room,35,0,1.23,35
38863,Bryan,2,Private room,60,0,0.16,60
38864,Blueground,1,Entire home/apt,245,326,0.17,571
38866,Leonardo,2,Private room,90,56,3.84,146
38868,Olivia,1,Entire home/apt,200,0,0.16,200
38869,Nancy,2,Entire home/apt,95,0,0.17,95
38870,Louann,3,Private room,45,134,20.94,179
38871,Obinna,2,Private room,25,0,0.59,25
38872,Jonathan,2,Private room,35,35,1.07,70
38873,Melissa,2,Private room,50,12,0.56,62
38874,Shannon,1,Entire home/apt,150,1,0.59,151
38875,Askhat,2,Shared room,30,224,1.92,254
38876,-TheQueensCornerLot,3,Entire home/apt,150,248,7.43,398
38877,Paul,1,Private room,65,4,6.7,69
38880,Fryske,1,Entire home/apt,110,4,0.41,114
38881,Lana,2,Private room,40,0,0.46,40
38882,Nikki,1,Entire home/apt,175,0,0.46,175
38883,Mr,2,Entire home/apt,125,82,3.25,207
38884,Camellia,1,Entire home/apt,215,0,0.42,215
38886,Gabriel,1,Private room,199,334,2.37,533
38887,Ruben And Will,2,Private room,45,14,2.52,59
38889,Gabriel,1,Private room,199,356,1.36,555
38890,Ahmed,2,Private room,90,79,0.16,169
38891,Gabriel,1,Private room,199,354,2.34,553
38892,Gabriel,1,Private room,199,347,2.32,546
38893,Gabriel,1,Private room,179,364,2.76,543
38894,Masashi,2,Private room,60,0,0.14,60
38895,Gabriel,1,Private room,179,364,2.49,543
38896,Gabriel,1,Private room,179,363,2.22,542
38897,Gabriel,1,Private room,179,361,1.82,540
38899,Dorit,2,Private room,27,333,0.42,360
38901,Mya,1,Entire home/apt,200,0,1.4,200
38902,Jose,3,Private room,55,87,5.78,142
38903,Dragomir,1,Private room,55,342,0.24,397
38904,Lucy,2,Entire home/apt,190,0,0.16,190
38905,Jodi,1,Entire home/apt,300,270,1.33,570
38906,Miriam,2,Entire home/apt,125,342,1.11,467
38907,Jonny,2,Entire home/apt,295,46,0.49,341
38908,Miriam,2,Entire home/apt,125,347,0.3,472
38909,Victoria,1,Private room,47,0,0.31,47
38910,Chris,1,Private room,95,0,0.17,95
38911,Kazuya,3,Private room,63,251,0.43,314
38912,Miriam,2,Entire home/apt,125,347,0.37,472
38913,Anna,3,Entire home/apt,225,314,1.0,539
38914,CASA Heidi,2,Entire home/apt,300,311,2.22,611
38915,Noelle,2,Private room,40,0,0.43,40
38916,Maria,1,Entire home/apt,149,0,0.16,149
38917,Helen,2,Private room,90,0,0.31,90
38918,Abella,2,Entire home/apt,160,269,4.79,429
38919,Xiangjun,1,Private room,207,82,0.74,289
38920,Michael,1,Entire home/apt,805,168,2.63,973
38921,Nina,2,Private room,42,311,0.18,353
38924,Nina,2,Private room,42,282,0.6,324
38925,Lancelot,1,Private room,115,33,3.22,148
38927,Susan,1,Entire home/apt,275,253,5.0,528
38928,Olivia,2,Entire home/apt,195,1,0.32,196
38930,James,1,Private room,100,0,1.02,100
38931,Nina,2,Private room,35,312,0.73,347
38932,Olivia,2,Entire home/apt,180,0,0.47,180
38933,Nina,2,Private room,42,346,0.48,388
38934,Clarabel,3,Entire home/apt,150,336,0.95,486
38937,Jennifer,2,Private room,65,0,3.28,65
38941,Nina,2,Private room,42,342,0.33,384
38946,Chi,1,Private room,60,253,1.9,313
38949,Steph,2,Entire home/apt,75,24,0.3,99
38950,Carolina,1,Entire home/apt,120,0,0.61,120
38951,Ramon,2,Entire home/apt,75,0,1.73,75
38952,Miriam,1,Private room,110,12,0.84,122
38953,Atma,1,Entire home/apt,189,200,0.16,389
38955,Daniela,2,Private room,55,160,0.79,215
38957,Edna,2,Private room,35,8,6.43,43
38958,Luis,3,Entire home/apt,149,305,0.91,454
38959,Celeste,2,Private room,55,15,0.14,70
38960,Brett,1,Private room,50,0,0.16,50
38961,Askhat,2,Shared room,30,192,2.57,222
38962,Linda,5,Private room,65,362,0.16,427
38963,Carl,4,Private room,99,90,0.32,189
38964,Mina,3,Private room,29,0,3.84,29
38965,Gloria,2,Private room,30,0,0.3,30
38966,Anna,1,Shared room,90,5,1.11,95
38967,Ella,1,Private room,50,0,1.69,50
38968,Samantha,1,Entire home/apt,175,38,1.1,213
38969,David,1,Private room,79,3,6.38,82
38970,Andre,3,Entire home/apt,190,0,0.16,190
38971,Melissa,1,Shared room,34,4,2.33,38
38972,Amy & Brian,1,Entire home/apt,443,293,4.75,736
38973,Rachel,2,Entire home/apt,150,1,1.27,151
38974,Lucy,3,Entire home/apt,75,0,0.18,75
38975,Frankie,1,Entire home/apt,299,271,1.46,570
38976,Mohan,1,Entire home/apt,112,16,3.31,128
38977,Mora,2,Entire home/apt,125,122,3.22,247
38979,David,2,Entire home/apt,392,337,3.73,729
38980,Kersaint,2,Entire home/apt,150,175,2.54,325
38982,Christine,1,Entire home/apt,145,0,0.46,145
38983,Aponte & Tat,2,Private room,55,79,1.74,134
38985,Max,1,Private room,50,149,6.25,199
38986,Laurence,1,Entire home/apt,195,0,0.16,195
38987,Kay,1,Entire home/apt,115,315,1.34,430
38988,JenJoy,2,Private room,72,0,3.0,72
38990,Alexa,1,Entire home/apt,264,2,1.28,266
38991,Xavier,2,Entire home/apt,150,0,1.44,150
38993,Melissa,1,Entire home/apt,101,0,1.24,101
38994,Amber,2,Private room,70,5,1.22,75
38995,Rebecca,2,Entire home/apt,185,281,4.59,466
38996,DaNeilia,2,Entire home/apt,125,0,2.48,125
39000,Shelley,2,Entire home/apt,150,0,0.59,150
39001,Freddy,3,Private room,50,189,0.45,239
39002,Rebecca,2,Entire home/apt,250,5,1.06,255
39003,Oliver,1,Entire home/apt,261,143,2.57,404
39006,Ariel,1,Private room,52,54,1.83,106
39007,Paola,1,Private room,100,56,0.99,156
39008,Rebecca,2,Private room,50,7,0.71,57
39009,Nana & Karim,2,Entire home/apt,90,0,0.33,90
39010,Luis,3,Entire home/apt,129,280,1.11,409
39011,Laura,2,Private room,75,170,1.0,245
39014,Samanta,3,Private room,109,0,6.88,109
39015,Shayan,2,Private room,45,0,0.28,45
39016,Jae,1,Private room,100,43,0.32,143
39017,Jenae,1,Entire home/apt,275,252,0.95,527
39019,Hanine,3,Private room,29,35,0.86,64
39020,Hezla,2,Entire home/apt,125,360,3.61,485
39026,Anuj,2,Entire home/apt,72,0,1.26,72
39027,Imoy,2,Shared room,19,339,0.17,358
39028,Paget,2,Entire home/apt,125,60,4.51,185
39030,Louie,2,Entire home/apt,243,107,4.63,350
39032,JeanRobert,2,Private room,65,0,0.62,65
39034,Alessandro,2,Private room,70,15,0.19,85
39035,Aliona,1,Entire home/apt,200,0,0.16,200
39036,Jimmy,2,Entire home/apt,65,281,0.15,346
39040,Nadjah,1,Entire home/apt,100,80,1.9,180
39041,Jason,1,Private room,97,0,0.63,97
39043,Nissa,1,Entire home/apt,275,36,1.78,311
39044,Urszula,2,Entire home/apt,95,85,0.16,180
39045,Olivia,1,Entire home/apt,595,55,0.47,650
39046,Gina,2,Private room,55,0,0.32,55
39047,Manuela,1,Entire home/apt,101,0,0.45,101
39048,Meredith,1,Entire home/apt,180,0,1.28,180
39049,Gina,3,Private room,99,5,1.59,104
39050,Tj,1,Private room,65,0,0.45,65
39053,Candace,2,Private room,95,350,0.87,445
39055,Aura Xenia,1,Entire home/apt,300,0,0.16,300
39057,Lauren,2,Entire home/apt,200,0,1.01,200
39058,Yuli,2,Entire home/apt,100,286,3.32,386
39059,Manuela,2,Entire home/apt,165,213,3.77,378
39060,Sarah,2,Entire home/apt,120,62,1.68,182
39061,Melissa,1,Entire home/apt,125,0,0.16,125
39062,Daisy,2,Entire home/apt,200,0,0.41,200
39063,Daehan,1,Private room,45,90,0.57,135
39064,Daniella,1,Entire home/apt,260,28,0.32,288
39065,Sujeiry,3,Private room,40,20,0.47,60
39067,Tyrany,2,Private room,70,0,0.14,70
39068,Andrew,1,Entire home/apt,295,129,1.12,424
39069,Shogo,3,Private room,32,38,0.32,70
39071,Lilian,2,Entire home/apt,119,0,0.47,119
39072,Ashley,2,Private room,55,89,0.86,144
39073,Clara,1,Private room,40,245,0.15,285
39075,Karen,2,Private room,40,349,2.83,389
39077,Omer,2,Entire home/apt,180,0,0.48,180
39078,Jacqueline,3,Private room,75,36,0.63,111
39079,Piyawan,1,Entire home/apt,130,0,0.52,130
39080,Victor,1,Entire home/apt,200,188,0.46,388
39081,Mark,1,Entire home/apt,150,286,1.27,436
39082,Irene,2,Entire home/apt,70,17,2.07,87
39083,Khy,1,Entire home/apt,359,175,5.09,534
39085,Bijan,1,Entire home/apt,95,0,3.79,95
39086,Batka,1,Private room,40,19,0.42,59
39088,Jonathan,2,Private room,38,95,0.32,133
39089,Fidel,1,Private room,40,49,4.01,89
39092,Kazuya,3,Private room,51,246,0.54,297
39093,Steven,2,Entire home/apt,90,141,5.44,231
39095,Michael,4,Private room,85,341,0.38,426
39096,Jonathan E,2,Private room,150,0,0.43,150
39097,Ian & Shayne,1,Entire home/apt,284,328,1.11,612
39098,Nick,1,Entire home/apt,185,14,1.0,199
39099,Damaris,2,Entire home/apt,166,365,0.24,531
39100,Ari,1,Private room,31,111,4.57,142
39101,Adam,1,Entire home/apt,150,163,1.18,313
39102,David & Maddy,1,Entire home/apt,398,328,2.5,726
39103,R.,2,Entire home/apt,185,0,1.33,185
39104,Fareez,2,Entire home/apt,200,0,0.16,200
39105,Farhad,1,Entire home/apt,300,0,0.63,300
39106,Helen,1,Entire home/apt,189,74,0.61,263
39107,Reggae In,4,Private room,25,0,0.14,25
39108,Jimmy,2,Private room,55,7,4.66,62
39109,Andrea,1,Entire home/apt,200,338,0.72,538
39110,Ish,2,Entire home/apt,52,88,1.8,140
39112,Maria,2,Entire home/apt,400,363,0.32,763
39113,Dannie,1,Entire home/apt,102,0,0.31,102
39115,Sl,1,Entire home/apt,390,15,0.91,405
39116,Bryson,2,Entire home/apt,450,352,1.84,802
39119,Vanessa,2,Entire home/apt,90,314,0.45,404
39121,Michael,2,Entire home/apt,111,0,0.14,111
39122,Michelle,3,Private room,60,0,0.29,60
39123,Novo,2,Private room,295,90,0.6,385
39126,Margarita,1,Entire home/apt,55,0,0.33,55
39129,Miriam,2,Entire home/apt,325,342,2.38,667
39130,Ley,1,Private room,135,330,1.75,465
39132,Gabriel,1,Private room,179,175,1.69,354
39133,Reuben,2,Private room,80,2,1.57,82
39134,Vicky,3,Private room,80,169,1.41,249
39135,Oleg,1,Entire home/apt,175,0,0.16,175
39136,Michele,2,Entire home/apt,211,90,1.2,301
39137,Carolina,1,Entire home/apt,133,0,0.28,133
39140,Stephen,2,Entire home/apt,70,0,0.14,70
39141,Tussan,3,Private room,75,81,4.63,156
39143,Paul,2,Entire home/apt,150,93,3.79,243
39145,Justin,1,Entire home/apt,240,0,0.16,240
39146,Tisya,1,Private room,43,0,0.15,43
39147,Perrine,2,Private room,99,0,0.16,99
39150,Kazuya,2,Private room,41,186,0.41,227
39151,Heather,2,Entire home/apt,125,243,4.59,368
39152,Abby,2,Shared room,29,221,0.21,250
39153,Erik,2,Entire home/apt,250,0,0.16,250
39154,Alexandra,2,Entire home/apt,115,11,0.48,126
39156,Todd,2,Entire home/apt,392,318,3.12,710
39157,Kat,1,Private room,125,52,3.56,177
39158,Karim,1,Entire home/apt,950,90,0.37,1040
39159,Jona,2,Entire home/apt,360,21,3.94,381
39161,Kimberly,1,Entire home/apt,175,2,0.32,177
39163,Iryna,1,Entire home/apt,90,0,0.16,90
39164,Fatima,1,Private room,95,33,3.91,128
39165,Melly,2,Private room,50,189,0.85,239
39166,Jose,1,Entire home/apt,150,5,0.57,155
39167,Leo,2,Private room,100,0,0.16,100
39168,Melly,2,Private room,59,343,0.94,402
39169,Melly,2,Private room,60,330,1.12,390
39170,Melly,2,Private room,48,189,0.31,237
39173,Melly,2,Private room,48,364,0.7,412
39174,Luke,2,Private room,65,95,0.15,160
39175,Olga,2,Entire home/apt,69,57,6.09,126
39176,Matthew,2,Private room,70,0,0.16,70
39177,Neil,2,Private room,120,89,0.3,209
39178,Dania,2,Private room,90,1,2.0,91
39179,Melly,2,Private room,40,354,0.47,394
39180,Olly,3,Private room,60,356,2.27,416
39181,明凤,2,Private room,45,324,2.07,369
39182,Mikael,2,Entire home/apt,150,8,0.32,158
39184,Melly,2,Private room,48,341,0.56,389
39187,Martha Nicole,1,Entire home/apt,99,0,0.49,99
39188,Richard,1,Private room,94,76,4.58,170
39189,Jessica,3,Private room,55,44,3.39,99
39191,Anne,2,Entire home/apt,520,24,0.16,544
39192,Toma,2,Entire home/apt,70,0,3.27,70
39195,Bárbara,2,Private room,55,0,0.32,55
39196,Jeniffer,3,Shared room,49,90,0.94,139
39197,Fran,3,Entire home/apt,135,36,0.76,171
39199,Kim,1,Entire home/apt,110,280,0.7,390
39200,Melly,2,Private room,40,325,0.56,365
39201,Qiuyang,1,Entire home/apt,500,0,0.71,500
39202,Jessica,3,Private room,65,0,0.47,65
39204,George,2,Entire home/apt,150,177,0.64,327
39205,Jeniffer,3,Private room,60,365,0.87,425
39206,Nicole,2,Entire home/apt,400,219,0.14,619
39207,Linda,1,Entire home/apt,195,13,1.71,208
39208,Melly,2,Private room,45,199,0.47,244
39210,Melly,2,Private room,45,331,0.42,376
39211,Andrew,1,Entire home/apt,240,156,1.98,396
39212,Yukee,1,Entire home/apt,199,320,0.68,519
39213,Kazuya,2,Private room,35,269,0.66,304
39214,John,2,Private room,57,90,0.44,147
39215,Kazuya,1,Private room,31,0,1.0,31
39216,Tj,2,Private room,65,222,2.5,287
39217,Christina,2,Private room,36,213,0.23,249
39218,Nicole,1,Private room,150,0,2.07,150
39219,Ian,2,Entire home/apt,120,0,0.47,120
39220,Alexandra-Katherine,1,Private room,150,20,2.25,170
39222,Daniyal,1,Entire home/apt,250,0,0.16,250
39223,Jimmy,2,Private room,55,45,3.38,100
39224,Kate,2,Private room,56,0,0.88,56
39226,Sunny,2,Private room,43,58,0.43,101
39227,Mario,2,Entire home/apt,80,3,0.47,83
39229,Tasha,2,Private room,90,63,0.59,153
39230,Yolanda,2,Private room,100,89,0.16,189
39231,Manny,1,Private room,52,5,1.6,57
39232,Liam,1,Entire home/apt,182,41,0.8,223
39234,Pettrina,2,Private room,35,69,0.44,104
39236,Burhan,2,Entire home/apt,349,349,2.11,698
39237,Faith,3,Entire home/apt,125,21,3.79,146
39238,Dahilil,1,Private room,100,89,1.04,189
39239,Carrie & Mick,2,Entire home/apt,231,335,3.71,566
39240,Gia,1,Private room,69,98,4.93,167
39241,Avihay,2,Entire home/apt,200,219,0.16,419
39242,Fatima,1,Entire home/apt,135,2,1.67,137
39244,Michael,2,Entire home/apt,120,157,0.45,277
39245,Olivia,2,Private room,40,15,0.16,55
39246,Rose,2,Entire home/apt,125,96,2.61,221
39247,Antoine,1,Entire home/apt,199,228,3.0,427
39248,Bedly Bushwick,2,Private room,37,45,0.75,82
39249,Vicky,3,Private room,80,138,1.97,218
39250,Smidty,2,Private room,25,211,3.61,236
39251,Alisa,2,Private room,55,4,0.75,59
39252,Eve,1,Entire home/apt,250,315,2.04,565
39253,Jimmy,2,Private room,55,42,3.52,97
39255,475,1,Private room,95,178,0.79,273
39256,Marcelina,4,Entire home/apt,40,107,2.7,147
39257,Jimmy,2,Private room,55,53,2.82,108
39259,Luciana,2,Entire home/apt,190,128,0.32,318
39260,Vicky,3,Private room,80,163,1.59,243
39261,Jimmy,2,Private room,55,53,2.7,108
39262,Vicky,3,Private room,80,137,2.28,217
39263,Nicolas,1,Private room,160,64,0.48,224
39264,David,1,Private room,75,2,5.97,77
39265,Samet,1,Private room,80,0,0.42,80
39266,Jamal,1,Entire home/apt,250,60,3.8,310
39267,Javier,1,Private room,85,344,3.35,429
39268,Max,1,Private room,120,0,1.15,120
39271,Kazuya,3,Private room,36,234,0.23,270
39272,Tosin,3,Entire home/apt,145,311,0.45,456
39273,Andre,1,Private room,55,359,1.98,414
39278,Kelsang,3,Private room,49,0,0.18,49
39280,Olivia,2,Private room,90,11,0.6,101
39281,Darlene,2,Private room,50,48,0.68,98
39282,Kellie,1,Private room,100,0,0.16,100
39285,Irina,1,Entire home/apt,190,331,0.2,521
39286,Glenna,2,Entire home/apt,150,15,0.32,165
39287,Matthew,2,Private room,50,0,0.15,50
39288,Rae,1,Entire home/apt,500,18,0.8,518
39290,Emily,2,Entire home/apt,150,4,0.95,154
39291,Mariana,2,Entire home/apt,200,31,0.32,231
39292,Joy,2,Private room,59,0,0.29,59
39293,Margaret/Matthew,2,Entire home/apt,100,219,3.79,319
39294,Rose,1,Private room,125,38,0.73,163
39295,James,2,Entire home/apt,150,48,0.16,198
39296,Jimmy,2,Private room,55,58,1.76,113
39297,Daniel,1,Entire home/apt,240,0,1.01,240
39298,Annette,2,Entire home/apt,140,5,0.16,145
39299,Brian,1,Entire home/apt,250,0,3.98,250
39300,Anting,2,Entire home/apt,199,365,0.79,564
39301,Jamis,2,Entire home/apt,150,0,0.63,150
39304,Michel And Antoine,1,Entire home/apt,299,207,3.5,506
39305,Lily,2,Entire home/apt,85,19,0.32,104
39306,Ned,1,Entire home/apt,152,0,0.38,152
39307,Hudson River Hotel,1,Private room,209,84,3.49,293
39308,Micah,2,Entire home/apt,100,0,2.17,100
39309,Gianluca,1,Shared room,45,96,2.28,141
39310,Samantha,1,Private room,96,31,6.83,127
39311,Jocelyn,2,Entire home/apt,100,0,0.42,100
39312,Tussan,3,Private room,51,83,9.15,134
39313,Danielle,1,Entire home/apt,300,17,0.3,317
39314,Matthew,1,Entire home/apt,120,0,0.91,120
39315,Claudia And Luis,3,Private room,85,60,2.62,145
39316,Henry,3,Entire home/apt,65,78,7.69,143
39317,Tanya,1,Entire home/apt,165,31,1.47,196
39318,Nathan,2,Entire home/apt,200,321,0.43,521
39319,Sara,2,Private room,60,220,3.67,280
39321,Linda,1,Private room,175,250,2.84,425
39322,Sifan,3,Shared room,34,51,1.86,85
39324,Adrien,1,Private room,79,0,4.63,79
39325,Orlando,3,Entire home/apt,95,101,4.11,196
39326,Nelmir,2,Entire home/apt,80,8,0.81,88
39327,Marnie,2,Shared room,70,135,0.59,205
39328,Jasmine,1,Entire home/apt,240,338,1.73,578
39329,Max,2,Entire home/apt,100,7,0.48,107
39330,Allie,2,Entire home/apt,100,0,1.03,100
39331,Ali,1,Entire home/apt,120,0,0.22,120
39332,Franklyn,2,Entire home/apt,200,30,4.22,230
39334,Nick,1,Entire home/apt,172,0,0.42,172
39335,Drew,3,Private room,68,0,1.04,68
39336,Azu,2,Private room,75,101,4.0,176
39337,Aimar,3,Private room,55,188,1.08,243
39338,Aurélie,2,Private room,50,0,0.16,50
39339,Cameron,2,Entire home/apt,125,95,0.16,220
39340,Max,2,Entire home/apt,160,6,1.39,166
39341,Huma,3,Private room,60,0,1.49,60
39342,Walkiria,1,Private room,65,86,3.89,151
39343,Bree,2,Private room,75,0,0.28,75
39344,Kazuya,3,Private room,61,230,0.75,291
39345,Juan Carlos,2,Entire home/apt,150,12,0.59,162
39346,Danielle,1,Private room,125,23,0.32,148
39347,Sanny,3,Entire home/apt,99,289,5.12,388
39349,Erik,2,Private room,75,0,2.0,75
39350,Chris,3,Private room,70,89,0.64,159
39351,David,1,Private room,55,2,7.64,57
39353,Maxime C/Armande C,1,Private room,90,0,3.09,90
39354,Kayla,2,Private room,65,146,3.13,211
39355,Maxime C/Armande C,1,Private room,90,173,3.66,263
39357,Todd,2,Entire home/apt,180,90,0.14,270
39358,Celia,2,Entire home/apt,99,50,5.0,149
39359,Alaz,3,Entire home/apt,100,294,3.55,394
39360,Steve,2,Entire home/apt,140,35,3.33,175
39361,Zach,1,Private room,49,0,0.35,49
39362,Juanita,1,Entire home/apt,150,0,0.17,150
39363,Delia,1,Entire home/apt,285,241,3.48,526
39364,Rebecca,3,Entire home/apt,150,0,0.32,150
39365,Dave,1,Private room,89,285,3.37,374
39366,Dina,1,Private room,75,0,1.76,75
39367,Tatiana,2,Entire home/apt,75,0,0.25,75
39368,Courtney,2,Entire home/apt,99,0,0.81,99
39370,Annette,1,Private room,65,363,0.48,428
39371,Warren,1,Private room,133,87,4.32,220
39372,Warren,1,Private room,130,81,2.88,211
39373,Ed,1,Private room,172,85,4.74,257
39374,Shane & Shreshth,2,Private room,40,18,7.11,58
39375,Nicole,1,Entire home/apt,100,52,1.04,152
39376,Grant,2,Private room,80,219,0.16,299
39377,Zohar,1,Entire home/apt,180,0,0.15,180
39378,Liz,2,Entire home/apt,93,0,0.78,93
39379,Daniel,2,Entire home/apt,100,0,1.9,100
39380,Corey,3,Entire home/apt,299,78,1.47,377
39381,Chantel,4,Entire home/apt,69,92,3.66,161
39382,Anastasia,2,Entire home/apt,110,294,5.43,404
39383,Susy,2,Entire home/apt,120,8,4.2,128
39384,Sini,2,Entire home/apt,120,1,0.16,121
39385,Matheus,1,Entire home/apt,250,364,2.19,614
39386,Nana,2,Entire home/apt,130,6,0.63,136
39387,Shenqi,1,Private room,43,50,0.16,93
39388,Samanta,3,Entire home/apt,179,116,5.15,295
39389,Peter,2,Entire home/apt,90,50,2.59,140
39390,Kelly,2,Private room,500,0,4.62,500
39391,Keith,3,Private room,60,2,2.55,62
39393,Claudia,2,Entire home/apt,110,90,0.65,200
39397,Laura,1,Private room,70,146,0.61,216
39398,Patrick,1,Entire home/apt,228,78,4.42,306
39399,Andrea,1,Entire home/apt,150,71,0.28,221
39400,Sara,1,Entire home/apt,154,12,0.59,166
39401,Thibaut,2,Entire home/apt,179,0,2.54,179
39402,Eli,3,Entire home/apt,283,303,1.75,586
39403,Robert,2,Private room,45,150,1.89,195
39405,Xie,2,Private room,69,329,2.2,398
39408,Kazuya,3,Private room,39,0,1.0,39
39412,Lisa,1,Entire home/apt,150,332,0.61,482
39414,Ana Luiza,2,Private room,54,0,0.15,54
39415,Julio,3,Private room,62,365,0.32,427
39416,Michael,1,Private room,180,0,0.17,180
39417,Mansi,2,Entire home/apt,145,12,1.0,157
39418,Elena,1,Entire home/apt,200,88,0.16,288
39419,Jessica,2,Entire home/apt,110,243,2.51,353
39421,Oleg,1,Entire home/apt,225,108,0.37,333
39422,Yuliya,1,Entire home/apt,200,24,0.2,224
39423,Tina,2,Private room,70,41,0.85,111
39424,Jennifer,1,Entire home/apt,150,3,3.22,153
39425,475,1,Private room,95,180,0.93,275
39426,Madison,1,Private room,80,0,0.6,80
39430,Diego,2,Entire home/apt,250,251,0.16,501
39431,Jay,2,Private room,55,173,1.38,228
39432,Muneeba,2,Entire home/apt,150,244,2.67,394
39434,Jay,2,Private room,55,163,1.5,218
39435,Jay,2,Private room,55,173,1.13,228
39437,Sunny,2,Private room,35,89,0.79,124
39438,Luisa,1,Entire home/apt,350,286,1.32,636
39439,Zel,1,Entire home/apt,195,239,2.08,434
39440,Alex,2,Private room,89,16,0.43,105
39441,Crystal,1,Private room,59,0,1.43,59
39444,David,2,Private room,48,34,2.05,82
39446,Shu,1,Entire home/apt,149,0,0.46,149
39447,Diana And Peter,2,Private room,49,294,2.22,343
39448,Freddy,2,Private room,77,364,1.84,441
39451,Mark,2,Entire home/apt,225,88,0.16,313
39452,Diana And Peter,2,Private room,49,360,3.22,409
39454,Lisa,3,Entire home/apt,120,66,6.51,186
39456,Yukako,2,Private room,200,351,0.37,551
39457,Matilda,1,Private room,115,0,0.52,115
39459,Fitzene,2,Entire home/apt,190,2,0.15,192
39462,Sam,1,Entire home/apt,175,364,0.25,539
39463,Jieyu,2,Private room,30,0,0.16,30
39464,Marianne,2,Private room,35,5,0.48,40
39465,Layla,2,Private room,37,10,4.58,47
39466,Clarissa,1,Private room,79,7,3.59,86
39467,Malca,3,Private room,40,0,0.32,40
39469,Mary,2,Private room,100,240,3.69,340
39470,Tatiana,1,Private room,199,0,0.16,199
39471,Pirin,1,Entire home/apt,550,126,1.72,676
39472,Yemi,3,Private room,55,30,1.34,85
39473,Kazuya,3,Private room,40,247,0.28,287
39476,Anthony,1,Private room,150,19,3.87,169
39480,Cristiano,2,Entire home/apt,140,66,2.25,206
39481,Shogo,3,Private room,35,7,0.9,42
39482,Georgette'S,2,Entire home/apt,89,132,1.86,221
39483,Zach,2,Private room,48,342,1.0,390
39484,Aiden & Cassy,1,Entire home/apt,239,345,2.1,584
39485,Felicia,1,Entire home/apt,90,17,3.4,107
39486,Sara,1,Entire home/apt,350,127,1.15,477
39487,Zach,2,Private room,48,322,1.0,370
39489,Mariia,1,Entire home/apt,350,81,0.63,431
39490,Jimmy,2,Entire home/apt,599,110,0.35,709
39491,Vanessa,2,Entire home/apt,89,295,0.39,384
39494,Crystal,1,Entire home/apt,129,22,0.93,151
39495,Zach,2,Private room,48,220,0.21,268
39497,Wei,3,Private room,40,8,2.07,48
39499,Studioplus,1,Entire home/apt,220,286,2.47,506
39500,Indre,2,Entire home/apt,120,0,0.35,120
39501,Zach,2,Private room,48,311,0.22,359
39502,Yao & Rain,1,Entire home/apt,150,281,0.47,431
39503,Maria,1,Private room,99,358,0.44,457
39505,Sam,2,Entire home/apt,100,0,0.75,100
39506,Camilla,2,Entire home/apt,100,173,3.3,273
39508,Clara,3,Private room,80,365,0.48,445
39510,Karen Jennifer & Jan,2,Private room,50,311,2.71,361
39511,Jessica,2,Entire home/apt,100,326,1.12,426
39513,Norman,2,Entire home/apt,150,299,3.94,449
39514,Maira,1,Private room,75,120,2.49,195
39515,Kenneth,1,Entire home/apt,116,0,2.5,116
39516,Lauren,2,Private room,60,0,0.34,60
39517,Stephanie,2,Private room,70,81,0.78,151
39518,Bill,1,Entire home/apt,125,24,1.12,149
39519,Allan C.,1,Private room,90,40,0.25,130
39521,Tyler,1,Entire home/apt,200,78,0.32,278
39522,Dany,1,Private room,90,23,0.31,113
39523,Emmanuel,1,Entire home/apt,350,95,4.09,445
39524,Nekhena,2,Shared room,75,123,3.72,198
39525,Edward,1,Private room,65,0,1.99,65
39526,Baptiste,2,Private room,72,0,0.31,72
39527,Jim,1,Private room,120,31,3.17,151
39528,Mila,1,Entire home/apt,180,5,1.14,185
39530,Nikita,1,Entire home/apt,250,0,6.32,250
39531,Goenuel,2,Entire home/apt,160,110,3.28,270
39533,Elizabeth,2,Entire home/apt,300,7,1.44,307
39534,Vanessa,3,Private room,66,131,4.52,197
39535,Syed,1,Private room,65,0,0.15,65
39536,Lionel,1,Entire home/apt,160,80,3.04,240
